(Poblacion Generaciones Mutacion Elemento Mutacion Teoria Mutacion Practica Torneo),(Selección Cruce Sustitucion),Mejor Generacion,Mejor Fitness,Tiempo
100-100-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),41,0.7167 ( 253 1.0000 0.9524 0.7111 0.5005 ) ,7.42 min
100-100-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),12,0.7096 ( 256 1.0000 0.9460 0.7158 0.4887 ) ,7.49 min
100-100-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),11,0.7022 ( 270 1.0000 0.9376 0.7112 0.4864 ) ,3.60 min
100-100-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),10,0.7044 ( 257 1.0000 0.9374 0.7198 0.4604 ) ,7.39 min
100-100-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),29,0.7264 ( 254 1.0000 0.9639 0.7113 0.5105 ) ,7.37 min
100-100-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),40,0.7254 ( 243 0.9997 0.9536 0.7181 0.5325 ) ,3.86 min
100-100-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),35,0.7222 ( 242 1.0000 0.9551 0.7118 0.5115 ) ,7.42 min
100-100-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),40,0.7120 ( 240 0.9995 0.9503 0.7102 0.4633 ) ,7.43 min
100-100-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),20,0.7152 ( 244 1.0000 0.9514 0.7031 0.4839 ) ,3.65 min
100-100-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),25,0.7174 ( 250 1.0000 0.9465 0.7160 0.5103 ) ,7.61 min
100-100-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),11,0.7119 ( 245 0.9999 0.9418 0.7103 0.4821 ) ,7.31 min
100-100-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),13,0.7093 ( 262 1.0000 0.9474 0.7228 0.4755 ) ,3.72 min
100-100-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),18,0.7032 ( 271 1.0000 0.9423 0.7189 0.4725 ) ,7.23 min
100-100-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),31,0.7279 ( 241 0.9986 0.9642 0.7270 0.5112 ) ,7.33 min
100-100-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),30,0.7283 ( 229 0.9997 0.9550 0.7100 0.5208 ) ,3.85 min
100-100-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),32,0.7185 ( 246 0.9997 0.9597 0.7223 0.4654 ) ,7.36 min
100-100-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),17,0.7161 ( 264 0.9996 0.9613 0.7146 0.4677 ) ,7.40 min
100-100-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),22,0.7204 ( 243 0.9994 0.9526 0.7216 0.5138 ) ,3.83 min
100-100-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),16,0.7158 ( 252 0.9995 0.9525 0.7171 0.4850 ) ,7.24 min
100-100-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),12,0.7017 ( 276 0.9998 0.9452 0.7039 0.4672 ) ,7.25 min
100-100-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),9,0.7088 ( 271 0.9999 0.9449 0.7138 0.4939 ) ,3.66 min
100-100-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),10,0.7040 ( 281 1.0000 0.9467 0.7143 0.4836 ) ,7.28 min
100-100-9e-05-0.005-0.005-10,(torneo uniforme elitismo),29,0.7226 ( 265 0.9977 0.9599 0.7195 0.5189 ) ,7.36 min
100-100-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),38,0.7243 ( 225 0.9991 0.9630 0.7128 0.4818 ) ,3.84 min
100-100-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),21,0.7098 ( 257 0.9981 0.9457 0.7106 0.4832 ) ,7.42 min
100-100-9e-05-0.005-0.005-20,(torneo uniforme elitismo),17,0.7204 ( 256 0.9997 0.9562 0.7111 0.5097 ) ,7.36 min
100-100-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),21,0.7231 ( 261 0.9997 0.9583 0.7239 0.5226 ) ,3.68 min
100-100-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),14,0.7057 ( 272 1.0000 0.9430 0.7042 0.4743 ) ,7.25 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme elitismo),9,0.7074 ( 263 1.0000 0.9437 0.7096 0.4924 ) ,7.51 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),12,0.7119 ( 253 1.0000 0.9503 0.7251 0.4701 ) ,3.67 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),10,0.7085 ( 260 1.0000 0.9445 0.7140 0.4757 ) ,7.31 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme elitismo),25,0.7171 ( 245 0.9993 0.9506 0.7082 0.5010 ) ,7.45 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),32,0.7306 ( 227 0.9995 0.9663 0.7193 0.5145 ) ,3.77 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),25,0.7184 ( 251 0.9993 0.9545 0.7150 0.4901 ) ,7.33 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme elitismo),22,0.7243 ( 249 1.0000 0.9624 0.7209 0.4877 ) ,7.24 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),17,0.7194 ( 242 1.0000 0.9551 0.7141 0.4901 ) ,3.69 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),15,0.7154 ( 249 1.0000 0.9506 0.7171 0.4981 ) ,7.35 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme elitismo),14,0.7130 ( 246 1.0000 0.9452 0.7188 0.4894 ) ,7.24 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),11,0.7125 ( 264 1.0000 0.9510 0.7138 0.4816 ) ,3.68 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),12,0.7118 ( 249 0.9997 0.9438 0.7076 0.4814 ) ,7.49 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),24,0.7113 ( 289 0.9941 0.9543 0.7112 0.5062 ) ,7.29 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),24,0.7194 ( 258 0.9944 0.9584 0.7145 0.5008 ) ,3.76 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),22,0.7118 ( 251 0.9978 0.9450 0.7082 0.4885 ) ,7.30 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),13,0.7122 ( 253 0.9985 0.9522 0.7103 0.4705 ) ,7.23 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),18,0.7241 ( 232 0.9979 0.9605 0.7113 0.4868 ) ,3.71 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),15,0.7094 ( 264 0.9972 0.9459 0.7174 0.4937 ) ,7.54 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),10,0.7086 ( 263 0.9977 0.9438 0.7272 0.4939 ) ,7.47 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),13,0.7048 ( 288 0.9941 0.9464 0.7161 0.4915 ) ,3.59 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),9,0.7047 ( 281 0.9973 0.9422 0.7164 0.4961 ) ,7.22 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme elitismo),32,0.7256 ( 259 0.9931 0.9657 0.7174 0.5089 ) ,7.42 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),28,0.7127 ( 285 0.9930 0.9646 0.7134 0.4742 ) ,3.66 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),21,0.7143 ( 277 0.9965 0.9547 0.7174 0.4989 ) ,7.47 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme elitismo),16,0.7146 ( 258 0.9965 0.9447 0.7106 0.5211 ) ,7.43 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),15,0.7069 ( 271 0.9955 0.9509 0.7114 0.4716 ) ,3.74 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),13,0.7114 ( 268 0.9995 0.9492 0.7206 0.4964 ) ,7.38 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme elitismo),12,0.7057 ( 265 0.9991 0.9452 0.7074 0.4687 ) ,7.31 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),9,0.7049 ( 282 0.9987 0.9429 0.7091 0.5028 ) ,3.74 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),13,0.7097 ( 246 0.9983 0.9476 0.7084 0.4667 ) ,7.20 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme elitismo),22,0.7228 ( 256 0.9962 0.9597 0.7149 0.5191 ) ,7.53 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),28,0.7185 ( 250 0.9957 0.9535 0.7227 0.4976 ) ,3.72 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),26,0.7158 ( 270 0.9951 0.9550 0.7192 0.5005 ) ,7.21 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme elitismo),16,0.7108 ( 284 0.9959 0.9490 0.7096 0.5106 ) ,7.21 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),20,0.7226 ( 235 0.9978 0.9563 0.7202 0.4903 ) ,3.78 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),14,0.7137 ( 251 0.9976 0.9478 0.7137 0.4945 ) ,7.27 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme elitismo),13,0.7113 ( 262 0.9976 0.9464 0.7075 0.4966 ) ,7.35 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),15,0.7121 ( 271 0.9970 0.9501 0.7116 0.4948 ) ,3.69 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),11,0.7040 ( 273 0.9967 0.9357 0.7157 0.4877 ) ,7.21 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),32,0.7235 ( 244 1.0000 0.9635 0.7184 0.4928 ) ,3.66 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),28,0.7228 ( 237 1.0000 0.9612 0.7056 0.4923 ) ,1.92 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),21,0.7177 ( 253 1.0000 0.9523 0.7219 0.4917 ) ,3.70 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),38,0.7197 ( 249 1.0000 0.9580 0.7070 0.4906 ) ,3.65 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),17,0.7172 ( 239 1.0000 0.9490 0.7137 0.4912 ) ,1.82 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),19,0.7170 ( 255 1.0000 0.9534 0.7192 0.4990 ) ,3.70 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),23,0.7114 ( 257 0.9992 0.9469 0.7203 0.4893 ) ,3.61 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),10,0.7120 ( 257 1.0000 0.9437 0.7199 0.4962 ) ,1.85 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),31,0.7106 ( 255 1.0000 0.9432 0.7212 0.4803 ) ,3.70 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),25,0.7229 ( 225 1.0000 0.9491 0.7116 0.5043 ) ,3.63 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),34,0.7332 ( 216 1.0000 0.9602 0.7237 0.5163 ) ,1.91 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),21,0.7154 ( 258 1.0000 0.9511 0.7137 0.4905 ) ,3.74 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),19,0.7163 ( 248 1.0000 0.9553 0.7131 0.4852 ) ,3.76 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),18,0.7163 ( 237 1.0000 0.9511 0.7147 0.4809 ) ,1.83 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),21,0.7230 ( 235 0.9995 0.9600 0.7170 0.4796 ) ,3.66 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),9,0.6980 ( 279 1.0000 0.9404 0.7065 0.4660 ) ,3.58 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),13,0.7148 ( 260 1.0000 0.9481 0.7150 0.5014 ) ,1.85 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),11,0.7049 ( 263 1.0000 0.9342 0.7152 0.5011 ) ,3.60 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),23,0.7228 ( 229 1.0000 0.9538 0.7141 0.4909 ) ,3.67 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),36,0.7312 ( 220 0.9997 0.9636 0.7183 0.5087 ) ,1.90 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),30,0.7241 ( 236 1.0000 0.9522 0.7188 0.5078 ) ,3.74 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),18,0.7177 ( 227 1.0000 0.9502 0.7065 0.4964 ) ,3.65 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),23,0.7172 ( 244 1.0000 0.9506 0.7191 0.4779 ) ,1.92 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),18,0.7220 ( 251 1.0000 0.9604 0.7145 0.5012 ) ,3.74 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),11,0.7081 ( 255 1.0000 0.9406 0.7079 0.4843 ) ,3.66 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),17,0.7059 ( 270 0.9997 0.9447 0.7073 0.4854 ) ,1.87 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),9,0.7073 ( 256 1.0000 0.9397 0.7140 0.4886 ) ,3.58 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),25,0.7189 ( 250 0.9993 0.9610 0.7244 0.4781 ) ,3.73 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),31,0.7283 ( 239 0.9992 0.9611 0.7266 0.5092 ) ,1.91 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),39,0.7191 ( 264 0.9982 0.9544 0.7228 0.5009 ) ,3.78 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),22,0.7229 ( 247 0.9989 0.9606 0.7279 0.4897 ) ,3.75 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),19,0.7194 ( 256 1.0000 0.9574 0.7219 0.4912 ) ,1.92 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),18,0.7119 ( 247 1.0000 0.9432 0.7051 0.5064 ) ,3.70 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),14,0.7191 ( 249 0.9994 0.9581 0.7089 0.4852 ) ,3.65 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),12,0.7099 ( 261 1.0000 0.9497 0.7261 0.4779 ) ,1.81 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),11,0.7089 ( 248 1.0000 0.9407 0.7183 0.4792 ) ,3.62 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme elitismo),30,0.7251 ( 238 0.9994 0.9604 0.7209 0.5058 ) ,3.76 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),34,0.7287 ( 233 0.9997 0.9628 0.7187 0.5154 ) ,1.88 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),16,0.7115 ( 257 0.9995 0.9473 0.7092 0.5068 ) ,3.72 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme elitismo),15,0.7143 ( 265 1.0000 0.9528 0.7157 0.4769 ) ,3.69 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),17,0.7114 ( 255 0.9999 0.9496 0.7161 0.4808 ) ,1.86 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),19,0.7198 ( 245 0.9997 0.9531 0.7183 0.5064 ) ,3.73 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme elitismo),11,0.7128 ( 256 1.0000 0.9422 0.7228 0.4993 ) ,3.63 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),43,0.7132 ( 247 0.9979 0.9463 0.7196 0.4872 ) ,1.88 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),11,0.7041 ( 243 1.0000 0.9340 0.7143 0.4702 ) ,3.65 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme elitismo),25,0.7203 ( 243 0.9996 0.9550 0.7116 0.5011 ) ,3.78 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),28,0.7248 ( 246 1.0000 0.9597 0.7186 0.5033 ) ,1.96 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),26,0.7246 ( 240 0.9992 0.9616 0.7063 0.4992 ) ,3.75 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme elitismo),19,0.7204 ( 239 1.0000 0.9539 0.7162 0.4987 ) ,3.73 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),17,0.7184 ( 250 0.9987 0.9504 0.7207 0.5077 ) ,1.90 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),14,0.7085 ( 263 1.0000 0.9455 0.7042 0.4821 ) ,3.62 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme elitismo),10,0.7052 ( 258 1.0000 0.9415 0.7105 0.4726 ) ,3.63 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),23,0.7066 ( 256 0.9987 0.9322 0.7116 0.5141 ) ,1.81 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),1,0.6853 ( 274 1.0000 0.9144 0.7084 0.4691 ) ,3.62 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),24,0.7119 ( 268 0.9936 0.9559 0.7069 0.4981 ) ,3.71 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),34,0.7187 ( 272 0.9923 0.9627 0.7247 0.4987 ) ,1.98 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),20,0.7128 ( 271 0.9948 0.9543 0.7185 0.4846 ) ,3.78 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),12,0.7061 ( 260 0.9972 0.9428 0.7174 0.4802 ) ,3.63 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),18,0.7170 ( 273 0.9953 0.9596 0.7064 0.5045 ) ,1.89 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),13,0.7164 ( 236 0.9968 0.9512 0.7019 0.4860 ) ,3.67 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),9,0.7141 ( 256 0.9982 0.9456 0.7194 0.4997 ) ,3.64 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),9,0.7021 ( 267 0.9986 0.9357 0.7111 0.4876 ) ,1.79 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),10,0.7018 ( 280 0.9967 0.9485 0.7133 0.4707 ) ,3.72 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme elitismo),23,0.7155 ( 257 0.9964 0.9546 0.7089 0.4891 ) ,3.80 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),23,0.7214 ( 256 0.9958 0.9610 0.7196 0.5005 ) ,1.87 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),17,0.7121 ( 254 0.9963 0.9469 0.7101 0.4934 ) ,3.73 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme elitismo),16,0.7030 ( 295 0.9964 0.9479 0.7071 0.4886 ) ,3.62 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),16,0.7076 ( 279 0.9952 0.9501 0.7140 0.4898 ) ,1.86 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),19,0.7141 ( 264 0.9967 0.9599 0.7200 0.4793 ) ,3.73 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme elitismo),14,0.7016 ( 283 0.9949 0.9411 0.7002 0.4799 ) ,3.62 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),10,0.7069 ( 279 0.9963 0.9483 0.7148 0.4836 ) ,1.85 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),12,0.7072 ( 279 0.9976 0.9483 0.7096 0.4950 ) ,3.76 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme elitismo),31,0.7198 ( 249 0.9944 0.9577 0.7136 0.4953 ) ,3.76 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),29,0.7246 ( 241 0.9950 0.9651 0.7123 0.4811 ) ,1.87 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),17,0.7095 ( 250 0.9968 0.9435 0.7116 0.4855 ) ,3.79 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme elitismo),15,0.7139 ( 263 0.9981 0.9516 0.7145 0.4966 ) ,3.70 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),18,0.7128 ( 267 0.9975 0.9557 0.7114 0.4875 ) ,1.88 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),16,0.7154 ( 278 0.9953 0.9571 0.7209 0.5030 ) ,3.68 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme elitismo),10,0.7043 ( 261 0.9981 0.9430 0.7074 0.4711 ) ,3.66 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),11,0.7061 ( 287 0.9975 0.9461 0.7150 0.4810 ) ,1.85 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),12,0.7095 ( 255 0.9990 0.9464 0.7107 0.4738 ) ,3.64 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),31,0.7240 ( 229 1.0000 0.9566 0.7169 0.5034 ) ,5.95 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),34,0.7304 ( 210 1.0000 0.9633 0.7114 0.4945 ) ,2.99 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),72,0.7193 ( 251 0.9997 0.9578 0.7146 0.4928 ) ,6.01 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),20,0.7156 ( 252 1.0000 0.9552 0.7025 0.4951 ) ,5.95 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),16,0.7166 ( 243 1.0000 0.9572 0.7159 0.4639 ) ,3.10 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),17,0.7153 ( 251 1.0000 0.9503 0.7215 0.4857 ) ,5.88 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),35,0.7047 ( 258 1.0000 0.9406 0.7071 0.4705 ) ,5.78 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),10,0.7060 ( 250 1.0000 0.9411 0.7160 0.4653 ) ,2.91 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),11,0.7029 ( 257 1.0000 0.9328 0.7018 0.4879 ) ,5.90 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),42,0.7228 ( 240 1.0000 0.9589 0.7167 0.4902 ) ,6.01 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),33,0.7295 ( 232 0.9997 0.9662 0.7045 0.5121 ) ,3.07 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),40,0.7203 ( 241 1.0000 0.9590 0.7081 0.4776 ) ,6.00 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),19,0.7167 ( 243 0.9997 0.9504 0.7096 0.4909 ) ,5.98 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),27,0.7208 ( 238 1.0000 0.9568 0.7093 0.5013 ) ,2.98 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),16,0.7048 ( 265 1.0000 0.9458 0.7059 0.4786 ) ,6.06 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),40,0.7103 ( 243 0.9991 0.9451 0.7161 0.4737 ) ,5.92 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),26,0.7082 ( 260 1.0000 0.9485 0.7085 0.4757 ) ,3.02 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),30,0.7076 ( 270 0.9997 0.9446 0.7157 0.4852 ) ,5.75 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),21,0.7191 ( 248 0.9999 0.9586 0.7054 0.4924 ) ,5.93 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),34,0.7274 ( 239 1.0000 0.9611 0.7188 0.5099 ) ,3.00 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),30,0.7270 ( 239 1.0000 0.9636 0.7148 0.4910 ) ,6.09 min
