(Poblacion Generaciones Mutacion Elemento Mutacion Teoria Mutacion Practica Torneo),(Selección Cruce Sustitucion),Mejor Generacion,Mejor Fitness,Tiempo
100-100-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),18,0.7177 ( 245 0.9989 0.9508 0.7135 0.4967 ) ,7.54 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme elitismo),20,0.7020 ( 263 1.0000 0.9407 0.7025 0.4726 ) ,7.43 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),10,0.7097 ( 245 1.0000 0.9374 0.7106 0.4927 ) ,3.75 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),11,0.7049 ( 259 1.0000 0.9355 0.7097 0.4944 ) ,7.37 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme elitismo),25,0.7172 ( 253 0.9997 0.9464 0.7170 0.5141 ) ,7.41 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),27,0.7287 ( 228 1.0000 0.9653 0.7143 0.4886 ) ,3.85 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),27,0.7222 ( 238 0.9995 0.9574 0.7074 0.5003 ) ,7.40 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme elitismo),14,0.7151 ( 224 0.9997 0.9417 0.7112 0.4992 ) ,7.46 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),21,0.7210 ( 252 0.9992 0.9588 0.7174 0.4950 ) ,3.74 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),21,0.7124 ( 265 0.9987 0.9587 0.7138 0.4702 ) ,7.50 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme elitismo),10,0.7010 ( 286 0.9997 0.9425 0.7161 0.4796 ) ,7.47 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),11,0.7085 ( 269 0.9993 0.9452 0.7142 0.4843 ) ,3.67 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),13,0.7055 ( 251 0.9993 0.9351 0.7039 0.4852 ) ,7.33 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),30,0.7163 ( 264 0.9933 0.9569 0.7190 0.5071 ) ,7.44 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),34,0.7317 ( 246 0.9919 0.9701 0.7321 0.5140 ) ,3.72 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),19,0.7130 ( 255 0.9968 0.9493 0.7296 0.4879 ) ,7.34 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),11,0.7077 ( 261 0.9981 0.9459 0.7172 0.4756 ) ,7.35 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),18,0.7159 ( 256 0.9955 0.9510 0.7138 0.5050 ) ,3.80 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),20,0.7058 ( 280 0.9942 0.9482 0.7140 0.4904 ) ,7.50 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),10,0.6960 ( 280 0.9954 0.9352 0.7151 0.4679 ) ,7.28 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),7,0.7025 ( 275 0.9987 0.9383 0.7178 0.4858 ) ,3.72 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),12,0.6991 ( 297 0.9965 0.9439 0.7095 0.4845 ) ,7.29 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme elitismo),25,0.7180 ( 261 0.9951 0.9534 0.7092 0.5248 ) ,7.60 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),32,0.7290 ( 240 0.9933 0.9604 0.7206 0.5349 ) ,3.72 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),24,0.7124 ( 276 0.9932 0.9519 0.7249 0.5035 ) ,7.65 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme elitismo),16,0.7136 ( 277 0.9977 0.9561 0.7131 0.5019 ) ,7.34 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),12,0.7043 ( 264 0.9989 0.9381 0.7141 0.4815 ) ,3.78 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),14,0.7099 ( 270 0.9966 0.9490 0.7119 0.4902 ) ,7.69 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme elitismo),13,0.7077 ( 272 0.9967 0.9490 0.7138 0.4689 ) ,7.63 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),10,0.7125 ( 264 0.9985 0.9518 0.7202 0.4911 ) ,3.79 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),12,0.7093 ( 265 0.9957 0.9496 0.7028 0.4806 ) ,7.33 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme elitismo),24,0.7177 ( 250 0.9953 0.9507 0.7256 0.4981 ) ,7.38 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),28,0.7234 ( 257 0.9960 0.9590 0.7147 0.5100 ) ,3.85 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),19,0.7026 ( 288 0.9966 0.9495 0.7178 0.4616 ) ,7.33 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme elitismo),20,0.7169 ( 252 0.9970 0.9526 0.7157 0.4995 ) ,7.79 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),15,0.7091 ( 283 0.9975 0.9520 0.7183 0.4879 ) ,3.74 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),17,0.7150 ( 255 0.9968 0.9489 0.7084 0.5114 ) ,7.49 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme elitismo),11,0.7111 ( 252 0.9970 0.9485 0.7155 0.4820 ) ,7.48 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),9,0.7029 ( 282 0.9964 0.9375 0.7189 0.5016 ) ,3.60 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),10,0.7062 ( 273 0.9973 0.9406 0.7075 0.5141 ) ,7.49 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),30,0.7281 ( 240 1.0000 0.9653 0.7240 0.5144 ) ,3.77 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),25,0.7278 ( 236 1.0000 0.9626 0.7189 0.5089 ) ,1.93 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),27,0.7209 ( 248 1.0000 0.9562 0.7134 0.5070 ) ,3.78 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),19,0.7128 ( 252 1.0000 0.9514 0.7067 0.4812 ) ,3.70 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),16,0.7201 ( 233 1.0000 0.9523 0.7147 0.4889 ) ,1.79 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),17,0.7195 ( 251 1.0000 0.9598 0.7154 0.4863 ) ,3.71 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),11,0.7074 ( 259 1.0000 0.9374 0.7223 0.4928 ) ,3.60 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),10,0.7060 ( 251 1.0000 0.9458 0.7121 0.4590 ) ,1.82 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),10,0.7033 ( 256 1.0000 0.9306 0.7176 0.4937 ) ,3.66 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),19,0.7102 ( 253 1.0000 0.9482 0.7007 0.4773 ) ,3.71 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),33,0.7310 ( 240 1.0000 0.9667 0.7168 0.5215 ) ,1.87 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),43,0.7212 ( 235 1.0000 0.9531 0.7187 0.5001 ) ,3.84 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),18,0.7198 ( 241 1.0000 0.9598 0.7172 0.4704 ) ,3.63 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),21,0.7186 ( 251 1.0000 0.9583 0.7045 0.4997 ) ,1.86 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),16,0.7131 ( 254 0.9997 0.9489 0.7257 0.4815 ) ,3.69 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),24,0.7154 ( 241 0.9997 0.9483 0.7084 0.4816 ) ,3.69 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),9,0.7041 ( 260 1.0000 0.9351 0.7049 0.4833 ) ,1.87 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),11,0.7100 ( 265 1.0000 0.9440 0.7165 0.5031 ) ,3.79 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),26,0.7203 ( 253 1.0000 0.9540 0.7161 0.5102 ) ,3.61 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),36,0.7329 ( 216 1.0000 0.9659 0.7029 0.5127 ) ,1.97 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),28,0.7242 ( 226 1.0000 0.9544 0.7172 0.4889 ) ,3.78 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),16,0.7163 ( 252 1.0000 0.9523 0.6993 0.5023 ) ,3.74 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),28,0.7257 ( 241 1.0000 0.9636 0.7152 0.5067 ) ,1.86 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),16,0.7170 ( 254 1.0000 0.9514 0.7062 0.5062 ) ,3.75 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),11,0.7077 ( 247 1.0000 0.9404 0.7172 0.4792 ) ,3.68 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),16,0.7147 ( 250 1.0000 0.9497 0.7184 0.4776 ) ,1.85 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),9,0.7064 ( 269 1.0000 0.9441 0.7094 0.4830 ) ,3.62 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),27,0.7182 ( 240 0.9993 0.9521 0.7180 0.4901 ) ,3.69 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),32,0.7349 ( 224 0.9997 0.9669 0.7101 0.5288 ) ,1.89 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),28,0.7208 ( 258 0.9993 0.9609 0.7163 0.4971 ) ,3.70 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),20,0.7183 ( 258 0.9993 0.9558 0.7039 0.5020 ) ,3.86 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),19,0.7202 ( 249 0.9997 0.9549 0.7224 0.5020 ) ,1.87 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),19,0.7153 ( 272 0.9999 0.9557 0.7219 0.4973 ) ,3.70 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),9,0.7099 ( 256 1.0000 0.9442 0.7156 0.4856 ) ,3.76 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),9,0.6972 ( 276 0.9997 0.9341 0.7170 0.4674 ) ,1.87 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),11,0.7028 ( 253 0.9997 0.9363 0.7211 0.4687 ) ,3.79 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme elitismo),23,0.7180 ( 232 0.9993 0.9548 0.7102 0.4849 ) ,3.71 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),31,0.7244 ( 242 0.9989 0.9593 0.7162 0.5088 ) ,1.88 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),25,0.7153 ( 241 0.9995 0.9488 0.7120 0.4827 ) ,3.71 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme elitismo),15,0.7206 ( 235 1.0000 0.9553 0.7042 0.4967 ) ,3.73 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),25,0.7222 ( 252 0.9990 0.9577 0.7275 0.5078 ) ,1.89 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),19,0.7147 ( 253 0.9993 0.9557 0.7117 0.4803 ) ,3.77 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme elitismo),15,0.7068 ( 257 0.9984 0.9429 0.7172 0.4653 ) ,3.68 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),13,0.7134 ( 244 0.9997 0.9445 0.7179 0.4798 ) ,1.84 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),11,0.7033 ( 273 0.9997 0.9468 0.7093 0.4763 ) ,3.70 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme elitismo),32,0.7226 ( 249 0.9995 0.9559 0.7134 0.5188 ) ,3.74 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),27,0.7252 ( 227 0.9997 0.9578 0.7082 0.4968 ) ,1.89 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),20,0.7134 ( 246 0.9995 0.9515 0.7073 0.4729 ) ,3.64 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme elitismo),21,0.7181 ( 244 0.9985 0.9534 0.7071 0.4987 ) ,3.67 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),20,0.7168 ( 247 0.9999 0.9521 0.7100 0.4902 ) ,1.98 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),24,0.7208 ( 236 0.9997 0.9547 0.7132 0.4928 ) ,3.72 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme elitismo),10,0.7006 ( 252 1.0000 0.9286 0.7106 0.4860 ) ,3.75 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),11,0.7165 ( 244 1.0000 0.9496 0.7192 0.4792 ) ,1.91 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),11,0.7087 ( 258 1.0000 0.9391 0.7133 0.4931 ) ,3.62 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),15,0.7122 ( 258 0.9964 0.9453 0.7059 0.5132 ) ,3.70 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),26,0.7148 ( 266 0.9937 0.9586 0.7098 0.4882 ) ,1.88 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),25,0.7139 ( 277 0.9931 0.9610 0.7131 0.4944 ) ,3.73 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),9,0.7030 ( 263 0.9997 0.9341 0.7184 0.4891 ) ,3.69 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),10,0.7045 ( 283 0.9974 0.9424 0.7090 0.4995 ) ,1.89 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),16,0.7117 ( 282 0.9970 0.9519 0.7131 0.5050 ) ,3.85 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),9,0.7057 ( 269 0.9984 0.9418 0.7150 0.4832 ) ,3.75 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),7,0.7002 ( 261 0.9984 0.9315 0.7171 0.4858 ) ,1.88 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),9,0.7098 ( 242 0.9991 0.9416 0.7025 0.4760 ) ,3.70 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme elitismo),21,0.7125 ( 257 0.9965 0.9532 0.7091 0.4897 ) ,3.81 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),28,0.7189 ( 275 0.9934 0.9622 0.7194 0.5078 ) ,1.99 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),22,0.7159 ( 281 0.9948 0.9558 0.7196 0.5034 ) ,3.69 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme elitismo),14,0.7071 ( 283 0.9958 0.9490 0.7158 0.4909 ) ,3.76 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),18,0.7098 ( 286 0.9941 0.9517 0.7187 0.5006 ) ,1.87 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),12,0.7061 ( 267 0.9966 0.9467 0.7180 0.4690 ) ,3.68 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme elitismo),11,0.6957 ( 300 0.9948 0.9464 0.7088 0.4604 ) ,3.64 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),12,0.7095 ( 267 0.9989 0.9454 0.7057 0.4972 ) ,1.89 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),10,0.7127 ( 259 0.9987 0.9507 0.7112 0.4870 ) ,3.77 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme elitismo),22,0.7120 ( 269 0.9953 0.9498 0.7133 0.4995 ) ,3.78 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),35,0.7256 ( 258 0.9933 0.9658 0.7195 0.5140 ) ,1.91 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),25,0.7225 ( 279 0.9937 0.9591 0.7280 0.5255 ) ,3.72 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme elitismo),17,0.7103 ( 279 0.9969 0.9501 0.7179 0.5030 ) ,3.70 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),17,0.7085 ( 276 0.9976 0.9501 0.7108 0.4873 ) ,1.92 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),22,0.7206 ( 254 0.9958 0.9600 0.7139 0.5020 ) ,3.72 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme elitismo),11,0.7011 ( 283 0.9972 0.9390 0.7123 0.4863 ) ,3.66 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),9,0.7040 ( 297 0.9973 0.9457 0.7104 0.5106 ) ,1.88 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),12,0.7120 ( 263 0.9971 0.9451 0.7236 0.4996 ) ,3.83 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),34,0.7262 ( 246 0.9999 0.9648 0.7128 0.5079 ) ,6.05 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),38,0.7342 ( 216 1.0000 0.9615 0.7160 0.5212 ) ,3.14 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),31,0.7294 ( 234 1.0000 0.9640 0.7152 0.5046 ) ,6.01 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),18,0.7150 ( 256 0.9998 0.9482 0.7159 0.5029 ) ,5.84 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),17,0.7199 ( 254 1.0000 0.9556 0.7175 0.5026 ) ,2.97 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),17,0.7115 ( 266 1.0000 0.9519 0.7018 0.4873 ) ,6.07 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),13,0.7129 ( 247 1.0000 0.9456 0.7111 0.4881 ) ,5.99 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),10,0.7016 ( 257 1.0000 0.9368 0.7171 0.4675 ) ,3.04 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),13,0.7144 ( 255 1.0000 0.9507 0.7062 0.4834 ) ,5.99 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),50,0.7197 ( 241 1.0000 0.9566 0.7062 0.4904 ) ,5.96 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),31,0.7337 ( 212 1.0000 0.9659 0.7178 0.5063 ) ,3.06 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),28,0.7281 ( 230 1.0000 0.9603 0.7127 0.5089 ) ,6.02 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),15,0.7189 ( 253 1.0000 0.9542 0.7099 0.5103 ) ,5.87 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),19,0.7199 ( 256 1.0000 0.9608 0.7197 0.4917 ) ,3.06 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),21,0.7200 ( 243 1.0000 0.9556 0.7066 0.4980 ) ,5.96 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),66,0.7140 ( 247 0.9998 0.9433 0.7072 0.5020 ) ,5.89 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),76,0.7124 ( 244 1.0000 0.9483 0.7126 0.4834 ) ,2.96 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),52,0.7085 ( 270 1.0000 0.9464 0.7196 0.4880 ) ,5.89 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),31,0.7299 ( 249 0.9997 0.9713 0.7172 0.5165 ) ,6.25 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),28,0.7285 ( 227 1.0000 0.9629 0.7017 0.5021 ) ,3.04 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),26,0.7265 ( 236 1.0000 0.9564 0.7195 0.5094 ) ,5.94 min
