(Poblacion Generaciones Mutacion Elemento Mutacion Teoria Mutacion Practica Torneo),(Selección Cruce Sustitucion),Mejor Generacion,Mejor Fitness,Tiempo
100-100-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),22,0.7200 ( 251 0.9995 0.9575 0.7153 0.4928 ) ,3.66 min
100-100-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),17,0.7103 ( 270 0.9996 0.9516 0.7165 0.4838 ) ,7.34 min
100-100-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),30,0.7065 ( 247 1.0000 0.9397 0.7086 0.4654 ) ,7.29 min
100-100-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),23,0.7179 ( 237 0.9992 0.9450 0.7189 0.5010 ) ,3.63 min
100-100-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),32,0.7150 ( 264 0.9984 0.9537 0.7114 0.4930 ) ,7.39 min
100-100-9e-05-0.005-0.005-10,(torneo uniforme elitismo),24,0.7232 ( 225 0.9995 0.9551 0.7041 0.5048 ) ,7.50 min
100-100-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),28,0.7302 ( 230 1.0000 0.9577 0.7045 0.5352 ) ,3.85 min
100-100-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),27,0.7250 ( 232 0.9994 0.9546 0.7156 0.5134 ) ,7.79 min
100-100-9e-05-0.005-0.005-20,(torneo uniforme elitismo),19,0.7182 ( 240 0.9991 0.9556 0.7032 0.4948 ) ,7.26 min
100-100-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),16,0.7166 ( 246 1.0000 0.9539 0.7074 0.4947 ) ,3.80 min
100-100-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),28,0.7173 ( 252 0.9997 0.9536 0.7042 0.4938 ) ,7.32 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme elitismo),11,0.7077 ( 270 1.0000 0.9459 0.7175 0.4815 ) ,7.40 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),15,0.7111 ( 256 0.9991 0.9497 0.7133 0.4676 ) ,3.78 min
100-100-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),9,0.7085 ( 253 0.9999 0.9469 0.7112 0.4692 ) ,7.26 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme elitismo),35,0.7333 ( 235 0.9993 0.9662 0.7283 0.5370 ) ,7.42 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),30,0.7223 ( 240 1.0000 0.9540 0.7186 0.5078 ) ,3.81 min
100-100-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),23,0.7180 ( 257 0.9997 0.9588 0.7027 0.4900 ) ,7.38 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme elitismo),16,0.7138 ( 243 1.0000 0.9504 0.7112 0.4716 ) ,7.30 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),17,0.7141 ( 246 0.9997 0.9492 0.7162 0.4860 ) ,3.69 min
100-100-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),19,0.7097 ( 251 0.9997 0.9425 0.7134 0.4846 ) ,7.37 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme elitismo),16,0.7058 ( 263 0.9996 0.9375 0.7134 0.4882 ) ,7.48 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),7,0.7032 ( 269 1.0000 0.9382 0.7052 0.4845 ) ,3.72 min
100-100-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),15,0.7058 ( 273 0.9997 0.9445 0.7072 0.4905 ) ,7.30 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),20,0.7151 ( 285 0.9973 0.9570 0.7159 0.5050 ) ,7.38 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),28,0.7219 ( 248 0.9960 0.9562 0.7101 0.5248 ) ,3.73 min
100-100-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),19,0.7119 ( 270 0.9954 0.9570 0.7125 0.4695 ) ,7.42 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),13,0.7071 ( 272 0.9946 0.9438 0.7036 0.5015 ) ,7.56 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),15,0.7097 ( 267 0.9959 0.9550 0.7073 0.4764 ) ,3.73 min
100-100-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),16,0.7148 ( 264 0.9963 0.9546 0.7089 0.4975 ) ,7.22 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),10,0.7093 ( 255 0.9982 0.9438 0.7114 0.4788 ) ,7.19 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),13,0.7066 ( 256 0.9972 0.9447 0.7093 0.4781 ) ,3.72 min
100-100-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),11,0.7060 ( 262 0.9990 0.9452 0.7090 0.4859 ) ,7.38 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme elitismo),28,0.7245 ( 240 0.9950 0.9599 0.7114 0.5228 ) ,7.63 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),28,0.7143 ( 272 0.9957 0.9519 0.7212 0.4975 ) ,3.70 min
100-100-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),27,0.7199 ( 260 0.9959 0.9586 0.7212 0.5070 ) ,7.49 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme elitismo),15,0.7127 ( 270 0.9980 0.9518 0.7143 0.5025 ) ,7.29 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),16,0.7098 ( 261 0.9971 0.9435 0.7174 0.5005 ) ,3.82 min
100-100-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),19,0.7057 ( 290 0.9972 0.9530 0.7252 0.4702 ) ,7.23 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme elitismo),10,0.7064 ( 257 0.9972 0.9416 0.7114 0.4804 ) ,7.31 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),11,0.7091 ( 282 0.9972 0.9527 0.7167 0.4825 ) ,3.61 min
100-100-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),7,0.7028 ( 261 0.9987 0.9368 0.7143 0.4820 ) ,7.49 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme elitismo),25,0.7164 ( 245 0.9940 0.9511 0.7197 0.4928 ) ,7.38 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),33,0.7246 ( 260 0.9925 0.9607 0.7074 0.5412 ) ,3.88 min
100-100-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),30,0.7144 ( 271 0.9924 0.9555 0.7211 0.4989 ) ,7.37 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme elitismo),15,0.7147 ( 250 0.9976 0.9503 0.7090 0.4862 ) ,7.35 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),16,0.7123 ( 265 0.9979 0.9527 0.7190 0.4785 ) ,3.67 min
100-100-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),15,0.7107 ( 265 0.9971 0.9510 0.7290 0.4841 ) ,7.22 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme elitismo),7,0.7078 ( 275 0.9987 0.9412 0.7297 0.4812 ) ,7.21 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),10,0.7025 ( 269 0.9990 0.9410 0.7158 0.4764 ) ,3.64 min
100-100-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),9,0.7017 ( 270 0.9982 0.9352 0.7227 0.4780 ) ,7.46 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),27,0.7248 ( 245 1.0000 0.9643 0.7215 0.4984 ) ,3.63 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),35,0.7224 ( 247 1.0000 0.9606 0.7109 0.4907 ) ,1.89 min
100-50-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),31,0.7218 ( 240 1.0000 0.9604 0.7179 0.4865 ) ,3.77 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),15,0.7083 ( 256 0.9995 0.9450 0.7120 0.4662 ) ,3.64 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),17,0.7109 ( 267 0.9997 0.9475 0.7156 0.5027 ) ,1.87 min
100-50-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),23,0.7198 ( 265 1.0000 0.9632 0.7092 0.4876 ) ,3.66 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),14,0.7116 ( 251 1.0000 0.9488 0.7144 0.4805 ) ,3.60 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),10,0.7054 ( 266 1.0000 0.9407 0.7120 0.4949 ) ,1.87 min
100-50-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),11,0.7076 ( 249 1.0000 0.9454 0.7121 0.4597 ) ,3.64 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),28,0.7246 ( 245 1.0000 0.9619 0.7236 0.4942 ) ,3.81 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),47,0.7288 ( 228 1.0000 0.9617 0.7077 0.5132 ) ,1.95 min
100-50-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),30,0.7224 ( 241 0.9997 0.9565 0.7164 0.5043 ) ,3.85 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),18,0.7113 ( 264 1.0000 0.9495 0.7069 0.4915 ) ,3.68 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),39,0.7164 ( 252 1.0000 0.9533 0.7130 0.4916 ) ,1.85 min
100-50-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),20,0.7196 ( 243 1.0000 0.9467 0.7093 0.5183 ) ,3.75 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),12,0.7100 ( 247 1.0000 0.9416 0.7248 0.4906 ) ,3.66 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),19,0.7062 ( 256 0.9996 0.9353 0.7092 0.4907 ) ,1.82 min
100-50-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),9,0.7127 ( 239 1.0000 0.9426 0.7165 0.4867 ) ,3.61 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),32,0.7286 ( 219 1.0000 0.9602 0.7153 0.4999 ) ,3.76 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),38,0.7382 ( 212 1.0000 0.9657 0.7129 0.5344 ) ,1.92 min
100-50-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),28,0.7217 ( 246 1.0000 0.9577 0.7159 0.4887 ) ,3.88 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),19,0.7124 ( 260 1.0000 0.9500 0.7069 0.4810 ) ,3.63 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),22,0.7153 ( 247 0.9997 0.9565 0.7056 0.4708 ) ,1.92 min
100-50-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),21,0.7106 ( 263 1.0000 0.9441 0.7134 0.4981 ) ,3.74 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),15,0.7113 ( 253 1.0000 0.9499 0.7221 0.4616 ) ,3.62 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),12,0.7029 ( 275 1.0000 0.9477 0.7187 0.4674 ) ,1.84 min
100-50-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),11,0.6988 ( 254 1.0000 0.9283 0.7134 0.4716 ) ,3.58 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),31,0.7193 ( 252 0.9992 0.9579 0.7123 0.4840 ) ,3.87 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),30,0.7244 ( 250 1.0000 0.9632 0.7199 0.4985 ) ,1.94 min
100-50-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),30,0.7267 ( 242 0.9993 0.9604 0.7171 0.5121 ) ,3.83 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),17,0.7192 ( 241 0.9997 0.9508 0.7184 0.4981 ) ,3.70 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),16,0.7200 ( 236 1.0000 0.9511 0.7216 0.5005 ) ,1.89 min
100-50-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),28,0.7168 ( 249 0.9993 0.9505 0.7104 0.4951 ) ,3.67 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),9,0.7036 ( 271 0.9999 0.9408 0.7159 0.4711 ) ,3.66 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),13,0.7098 ( 247 0.9995 0.9441 0.7034 0.4775 ) ,1.91 min
100-50-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),11,0.7149 ( 246 0.9998 0.9485 0.7149 0.4724 ) ,3.81 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme elitismo),27,0.7293 ( 232 0.9998 0.9584 0.7153 0.5206 ) ,3.70 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),30,0.7276 ( 228 0.9995 0.9637 0.7085 0.5062 ) ,1.93 min
100-50-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),30,0.7262 ( 226 0.9998 0.9591 0.7145 0.5073 ) ,3.77 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme elitismo),16,0.7191 ( 248 0.9990 0.9552 0.7149 0.5011 ) ,3.66 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),20,0.7198 ( 241 0.9988 0.9547 0.7188 0.4963 ) ,1.97 min
100-50-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),18,0.7141 ( 254 1.0000 0.9469 0.7004 0.5047 ) ,3.65 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme elitismo),11,0.7032 ( 267 0.9984 0.9474 0.7063 0.4551 ) ,3.63 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),10,0.7102 ( 256 0.9997 0.9453 0.7200 0.4815 ) ,1.83 min
100-50-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),12,0.7050 ( 264 0.9984 0.9417 0.7201 0.4753 ) ,3.70 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme elitismo),30,0.7244 ( 235 0.9991 0.9586 0.7164 0.5029 ) ,3.84 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),24,0.7158 ( 268 0.9993 0.9604 0.7182 0.4824 ) ,1.87 min
100-50-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),22,0.7131 ( 257 0.9997 0.9460 0.7074 0.5085 ) ,3.81 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme elitismo),14,0.7115 ( 256 0.9996 0.9519 0.7196 0.4729 ) ,3.71 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),21,0.7150 ( 253 0.9985 0.9523 0.7165 0.4907 ) ,1.96 min
100-50-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),20,0.7153 ( 264 0.9993 0.9562 0.7186 0.4921 ) ,3.75 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme elitismo),10,0.7075 ( 257 0.9998 0.9408 0.7203 0.4632 ) ,3.79 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),13,0.6858 ( 281 1.0000 0.9143 0.7127 0.4737 ) ,1.83 min
100-50-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),10,0.7096 ( 260 0.9994 0.9412 0.7148 0.4908 ) ,3.63 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),23,0.7174 ( 258 0.9944 0.9578 0.7090 0.4875 ) ,3.76 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),30,0.7251 ( 246 0.9909 0.9612 0.7118 0.5128 ) ,1.91 min
100-50-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),18,0.7084 ( 276 0.9957 0.9536 0.7120 0.4783 ) ,3.72 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),17,0.7148 ( 248 0.9980 0.9518 0.7073 0.4886 ) ,3.63 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),14,0.7067 ( 275 0.9964 0.9477 0.7226 0.4772 ) ,1.83 min
100-50-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),21,0.7184 ( 257 0.9974 0.9593 0.7123 0.4907 ) ,3.83 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),9,0.7077 ( 277 0.9987 0.9455 0.7228 0.4926 ) ,3.61 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),11,0.7065 ( 282 0.9986 0.9448 0.7093 0.4990 ) ,1.89 min
100-50-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),9,0.7034 ( 275 0.9986 0.9442 0.7062 0.4797 ) ,3.67 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme elitismo),20,0.7111 ( 265 0.9954 0.9508 0.7074 0.4959 ) ,3.79 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),27,0.7224 ( 250 0.9961 0.9596 0.7167 0.5029 ) ,1.85 min
100-50-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),22,0.7208 ( 250 0.9970 0.9631 0.7114 0.4839 ) ,3.72 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme elitismo),17,0.7111 ( 259 0.9975 0.9451 0.7179 0.4877 ) ,3.78 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),16,0.7162 ( 256 0.9970 0.9542 0.7238 0.4915 ) ,1.83 min
100-50-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),15,0.7137 ( 248 0.9969 0.9481 0.7114 0.4864 ) ,3.67 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme elitismo),8,0.7065 ( 251 0.9985 0.9360 0.7173 0.4722 ) ,3.71 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),13,0.7115 ( 271 0.9978 0.9518 0.7119 0.4932 ) ,1.86 min
100-50-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),12,0.7095 ( 258 0.9984 0.9429 0.7181 0.4858 ) ,3.68 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme elitismo),30,0.7181 ( 255 0.9941 0.9576 0.7095 0.4882 ) ,3.87 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),27,0.7252 ( 232 0.9961 0.9568 0.7192 0.5084 ) ,1.87 min
100-50-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),23,0.7093 ( 282 0.9948 0.9542 0.7137 0.4739 ) ,3.67 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme elitismo),15,0.7080 ( 267 0.9967 0.9456 0.7192 0.4913 ) ,3.74 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),14,0.7127 ( 255 0.9960 0.9475 0.7132 0.4976 ) ,1.91 min
100-50-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),14,0.7011 ( 281 0.9945 0.9408 0.7151 0.4794 ) ,3.67 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme elitismo),10,0.7051 ( 268 0.9970 0.9409 0.7244 0.4753 ) ,3.60 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),9,0.7001 ( 284 0.9964 0.9432 0.7019 0.4824 ) ,1.79 min
100-50-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),11,0.7090 ( 270 0.9979 0.9467 0.7188 0.4954 ) ,3.81 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),34,0.7244 ( 232 1.0000 0.9563 0.7207 0.4971 ) ,6.03 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),36,0.7353 ( 240 0.9997 0.9681 0.7239 0.5249 ) ,3.07 min
100-80-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),24,0.7271 ( 236 1.0000 0.9679 0.7129 0.4895 ) ,5.90 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),21,0.7214 ( 243 0.9993 0.9509 0.7177 0.5160 ) ,6.12 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),20,0.7207 ( 252 1.0000 0.9616 0.7134 0.4891 ) ,3.04 min
100-80-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),16,0.7149 ( 238 1.0000 0.9460 0.7174 0.4821 ) ,5.97 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),2,0.6905 ( 283 1.0000 0.9186 0.7147 0.4784 ) ,5.96 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),9,0.7020 ( 251 1.0000 0.9303 0.7090 0.4760 ) ,3.05 min
100-80-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),12,0.7110 ( 260 0.9997 0.9490 0.7076 0.4794 ) ,5.90 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),25,0.7208 ( 231 1.0000 0.9556 0.7225 0.4827 ) ,6.04 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),36,0.7294 ( 223 0.9997 0.9625 0.7128 0.5066 ) ,2.96 min
100-80-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),30,0.7289 ( 223 1.0000 0.9634 0.7191 0.4924 ) ,6.11 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),16,0.7171 ( 245 1.0000 0.9523 0.7140 0.4872 ) ,6.04 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),21,0.7238 ( 231 1.0000 0.9582 0.7095 0.4996 ) ,2.90 min
100-80-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),24,0.7229 ( 229 0.9995 0.9536 0.7132 0.5024 ) ,5.88 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),15,0.7207 ( 239 1.0000 0.9579 0.7168 0.4890 ) ,5.87 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),12,0.7062 ( 258 1.0000 0.9457 0.7048 0.4698 ) ,2.98 min
100-80-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),38,0.7057 ( 251 0.9995 0.9326 0.7144 0.4926 ) ,5.78 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),28,0.7166 ( 255 1.0000 0.9576 0.7205 0.4939 ) ,5.93 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),29,0.7256 ( 232 1.0000 0.9574 0.7068 0.5213 ) ,3.00 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),23,0.7196 ( 261 1.0000 0.9623 0.7099 0.4919 ) ,6.13 min
